
Movie,Question,Answer
Karthikeya,Who is the female lead of the movie which has the dialogue 'Prashna ni Prashna gaa odileyatam kanna; praanalu odileyyatam better'?,SWATHIREDDY
Karthikeya,Who is the Music Director of the movie which has the dialogue 'Prashna ni Prashna gaa odileyatam kanna; praanalu odileyyatam better'?,SHEKARCHANDRA
Dubai Seenu,Which movie is this dialogue from: 'Cheppaledha Ramakrishnaa..?'?,DUBAISEENU
Dubai Seenu,Who says this dialogue; 'Cheppaledha Ramakrishnaa..?'?,VENUMADHAV
Dubai Seenu,Who is the director of the movie from where this dialogue is from? Cheppaledha Ramakrishnaa..?,SREENUVAITLA
Dubai Seenu,Who wrote the dialogue 'Cheppaledha Ramakrishnaa..?'?,KONAVENKAT
Dubai Seenu,Who is the male lead of the movie which has the dialogue 'Cheppaledha Ramakrishnaa..?'?,RAVITEJA
Dubai Seenu,Who is the female lead of the movie which has the dialogue 'Cheppaledha Ramakrishnaa..?'?,NAYANTARA
Dubai Seenu,Who is the Music Director of the movie which has the dialogue 'Cheppaledha Ramakrishnaa..?'?,MANISHARMA
King,Which movie is this dialogue from: 'Paamulu pattevaadu paamu kaatuke poyinattu; kalaavaidhyudu; kalaa vaidhyam vikatinchi kaallu chethulu pogottu kunnadu'?,KING
King,Who says this dialogue; 'Paamulu pattevaadu paamu kaatuke poyinattu; kalaavaidhyudu; kalaa vaidhyam vikatinchi kaallu chethulu pogottu kunnadu'?,SRIHARI
King,Who is the director of the movie from where this dialogue is from? Paamulu pattevaadu paamu kaatuke poyinattu; kalaavaidhyudu; kalaa vaidhyam vikatinchi kaallu chethulu pogottu kunnadu,SREENUVAITLA
King,Who wrote the dialogue 'Paamulu pattevaadu paamu kaatuke poyinattu; kalaavaidhyudu; kalaa vaidhyam vikatinchi kaallu chethulu pogottu kunnadu'?,KONAVENKAT
King,Who is the male lead of the movie which has the dialogue 'Paamulu pattevaadu paamu kaatuke poyinattu; kalaavaidhyudu; kalaa vaidhyam vikatinchi kaallu chethulu pogottu kunnadu'?,NAGARJUNAAKKINENI
King,Who is the female lead of the movie which has the dialogue 'Paamulu pattevaadu paamu kaatuke poyinattu; kalaavaidhyudu; kalaa vaidhyam vikatinchi kaallu chethulu pogottu kunnadu'?,TRISHAKRISHNAN
King,Who is the Music Director of the movie which has the dialogue 'Paamulu pattevaadu paamu kaatuke poyinattu; kalaavaidhyudu; kalaa vaidhyam vikatinchi kaallu chethulu pogottu kunnadu'?,DEVISRIPRASAD
Dubai Seenu,Which movie is this dialogue from: 'Abba...Sairam'?,DUBAISEENU
Dubai Seenu,Who says this dialogue; 'Abba...Sairam'?,KRISHNABHAGWAN
Dubai Seenu,Who is the director of the movie from where this dialogue is from? Abba...Sairam,SREENUVAITLA
Dubai Seenu,Who wrote the dialogue 'Abba...Sairam'?,KONAVENKAT
Dubai Seenu,Who is the male lead of the movie which has the dialogue 'Abba...Sairam'?,RAVITEJA
Dubai Seenu,Who is the female lead of the movie which has the dialogue 'Abba...Sairam'?,NAYANTARA
Dubai Seenu,Who is the Music Director of the movie which has the dialogue 'Abba...Sairam'?,MANISHARMA
Aravinda Sametha Veera Raghava,Which movie is this dialogue from: 'Paalicchi penchina tallulu; paalinchadam oka lekka?'?,ARAVINDASAMETHAVEERARAGHAVA
Aravinda Sametha Veera Raghava,Who says this dialogue; 'Paalicchi penchina tallulu; paalinchadam oka lekka?'?,NTR
Aravinda Sametha Veera Raghava,Who is the director of the movie from where this dialogue is from? Paalicchi penchina tallulu; paalinchadam oka lekka?,TRIVIKRAMSRINIVAS
Aravinda Sametha Veera Raghava,Who wrote the dialogue 'Paalicchi penchina tallulu; paalinchadam oka lekka?'?,TRIVIKRAMSRINIVAS
Aravinda Sametha Veera Raghava,Who is the male lead of the movie which has the dialogue 'Paalicchi penchina tallulu; paalinchadam oka lekka?'?,NTRJR
Aravinda Sametha Veera Raghava,Who is the female lead of the movie which has the dialogue 'Paalicchi penchina tallulu; paalinchadam oka lekka?'?,POOJAHEGDE
Aravinda Sametha Veera Raghava,Who is the Music Director of the movie which has the dialogue 'Paalicchi penchina tallulu; paalinchadam oka lekka?'?,STHAMAN
Aravinda Sametha Veera Raghava,Which movie is this dialogue from: 'Aaroju Nuvvu kathi pattinattu ledhu adhi nee sethi ki molisinattu unnadhi'?,ARAVINDASAMETHAVEERARAGHAVA
Aravinda Sametha Veera Raghava,Who is the director of the movie from where this dialogue is from? Aaroju Nuvvu kathi pattinattu ledhu adhi nee sethi ki molisinattu unnadhi,TRIVIKRAMSRINIVAS
Aravinda Sametha Veera Raghava,Who wrote the dialogue 'Aaroju Nuvvu kathi pattinattu ledhu adhi nee sethi ki molisinattu unnadhi'?,TRIVIKRAMSRINIVAS
Aravinda Sametha Veera Raghava,Who is the male lead of the movie which has the dialogue 'Aaroju Nuvvu kathi pattinattu ledhu adhi nee sethi ki molisinattu unnadhi'?,NTRJR
Aravinda Sametha Veera Raghava,Who is the female lead of the movie which has the dialogue 'Aaroju Nuvvu kathi pattinattu ledhu adhi nee sethi ki molisinattu unnadhi'?,POOJAHEGDE
Aravinda Sametha Veera Raghava,Who is the Music Director of the movie which has the dialogue 'Aaroju Nuvvu kathi pattinattu ledhu adhi nee sethi ki molisinattu unnadhi'?,STHAMAN
Aravinda Sametha Veera Raghava,Which movie is this dialogue from: 'Kondanu chusi kukka moruguthe; kondaku chetaa?'?,ARAVINDASAMETHAVEERARAGHAVA
Aravinda Sametha Veera Raghava,Who says this dialogue; 'Kondanu chusi kukka moruguthe; kondaku chetaa?'?,NTR
Aravinda Sametha Veera Raghava,Who is the director of the movie from where this dialogue is from? Kondanu chusi kukka moruguthe; kondaku chetaa?,TRIVIKRAMSRINIVAS
Aravinda Sametha Veera Raghava,Who wrote the dialogue 'Kondanu chusi kukka moruguthe; kondaku chetaa?'?,TRIVIKRAMSRINIVAS
Aravinda Sametha Veera Raghava,Who is the male lead of the movie which has the dialogue 'Kondanu chusi kukka moruguthe; kondaku chetaa?'?,NTRJR
Aravinda Sametha Veera Raghava,Who is the female lead of the movie which has the dialogue 'Kondanu chusi kukka moruguthe; kondaku chetaa?'?,POOJAHEGDE
Aravinda Sametha Veera Raghava,Who is the Music Director of the movie which has the dialogue 'Kondanu chusi kukka moruguthe; kondaku chetaa?'?,STHAMAN
Aravinda Sametha Veera Raghava,Which movie is this dialogue from: 'Roadlu jaagilanga undani vanda rendondalu kottamaaku; yaabhai aravai lo po'?,ARAVINDASAMETHAVEERARAGHAVA
Aravinda Sametha Veera Raghava,Who says this dialogue; 'Roadlu jaagilanga undani vanda rendondalu kottamaaku; yaabhai aravai lo po'?,NTR
Aravinda Sametha Veera Raghava,Who is the director of the movie from where this dialogue is from? Roadlu jaagilanga undani vanda rendondalu kottamaaku; yaabhai aravai lo po,TRIVIKRAMSRINIVAS
Aravinda Sametha Veera Raghava,Who wrote the dialogue 'Roadlu jaagilanga undani vanda rendondalu kottamaaku; yaabhai aravai lo po'?,TRIVIKRAMSRINIVAS
Aravinda Sametha Veera Raghava,Who is the male lead of the movie which has the dialogue 'Roadlu jaagilanga undani vanda rendondalu kottamaaku; yaabhai aravai lo po'?,NTRJR
Aravinda Sametha Veera Raghava,Who is the female lead of the movie which has the dialogue 'Roadlu jaagilanga undani vanda rendondalu kottamaaku; yaabhai aravai lo po'?,POOJAHEGDE
Aravinda Sametha Veera Raghava,Who is the Music Director of the movie which has the dialogue 'Roadlu jaagilanga undani vanda rendondalu kottamaaku; yaabhai aravai lo po'?,STHAMAN
Teenmaar,Which movie is this dialogue from: 'Night time 10000 watts bulb eligiste entha merupu ostado; antha merupu ostadi; nuvvu navvithe'?,TEENMAAR
Teenmaar,Who says this dialogue; 'Night time 10000 watts bulb eligiste entha merupu ostado; antha merupu ostadi; nuvvu navvithe'?,PAWANKALYAN
Teenmaar,Who is the director of the movie from where this dialogue is from? Night time 10000 watts bulb eligiste entha merupu ostado; antha merupu ostadi; nuvvu navvithe,JAYANTHCPARANJEE
Teenmaar,Who wrote the dialogue 'Night time 10000 watts bulb eligiste entha merupu ostado; antha merupu ostadi; nuvvu navvithe'?,TRIVIKRAMSRINIVAS
Teenmaar,Who is the male lead of the movie which has the dialogue 'Night time 10000 watts bulb eligiste entha merupu ostado; antha merupu ostadi; nuvvu navvithe'?,PAWANKALYAN
Teenmaar,Who is the female lead of the movie which has the dialogue 'Night time 10000 watts bulb eligiste entha merupu ostado; antha merupu ostadi; nuvvu navvithe'?,TRISHAKRISHNAN
Teenmaar,Who is the Music Director of the movie which has the dialogue 'Night time 10000 watts bulb eligiste entha merupu ostado; antha merupu ostadi; nuvvu navvithe'?,MANISHARMA
Attharintiki Daaredi,Which movie is this dialogue from: 'Nee adrushtam main door tattindi raa; kaani daridram nee master bedroom tatti musku patti padukonundi raa'?,ATTHARINTIKIDAAREDI
Attharintiki Daaredi,Who says this dialogue; 'Nee adrushtam main door tattindi raa; kaani daridram nee master bedroom tatti musku patti padukonundi raa'?,PAWANKALYAN
Attharintiki Daaredi,Who is the director of the movie from where this dialogue is from? Nee adrushtam main door tattindi raa; kaani daridram nee master bedroom tatti musku patti padukonundi raa,TRIVIKRAMSRINIVAS
Attharintiki Daaredi,Who wrote the dialogue 'Nee adrushtam main door tattindi raa; kaani daridram nee master bedroom tatti musku patti padukonundi raa'?,TRIVIKRAMSRINIVAS
Attharintiki Daaredi,Who is the male lead of the movie which has the dialogue 'Nee adrushtam main door tattindi raa; kaani daridram nee master bedroom tatti musku patti padukonundi raa'?,PAWANKALYAN
Attharintiki Daaredi,Who is the female lead of the movie which has the dialogue 'Nee adrushtam main door tattindi raa; kaani daridram nee master bedroom tatti musku patti padukonundi raa'?,SAMANTHARUTHPRABHU
Attharintiki Daaredi,Who is the Music Director of the movie which has the dialogue 'Nee adrushtam main door tattindi raa; kaani daridram nee master bedroom tatti musku patti padukonundi raa'?,DEVISRIPRASAD
Mirchi,Which movie is this dialogue from: 'Aaruvandala gadupalu oka intiki oka peddayanni nammukoni dhairyanga unnai. Aarugurini eskoni aa dhairyaanney bhayapedadaam antey; meerelaa nammaru raa'?,MIRCHI
Mirchi,Who says this dialogue; 'Aaruvandala gadupalu oka intiki oka peddayanni nammukoni dhairyanga unnai. Aarugurini eskoni aa dhairyaanney bhayapedadaam antey; meerelaa nammaru raa'?,PRABHAS
Mirchi,Who is the director of the movie from where this dialogue is from? Aaruvandala gadupalu oka intiki oka peddayanni nammukoni dhairyanga unnai. Aarugurini eskoni aa dhairyaanney bhayapedadaam antey; meerelaa nammaru raa,KORATALASIVA
Mirchi,Who wrote the dialogue 'Aaruvandala gadupalu oka intiki oka peddayanni nammukoni dhairyanga unnai. Aarugurini eskoni aa dhairyaanney bhayapedadaam antey; meerelaa nammaru raa'?,KORATALASIVA
Mirchi,Who is the male lead of the movie which has the dialogue 'Aaruvandala gadupalu oka intiki oka peddayanni nammukoni dhairyanga unnai. Aarugurini eskoni aa dhairyaanney bhayapedadaam antey; meerelaa nammaru raa'?,PRABHAS
Mirchi,Who is the female lead of the movie which has the dialogue 'Aaruvandala gadupalu oka intiki oka peddayanni nammukoni dhairyanga unnai. Aarugurini eskoni aa dhairyaanney bhayapedadaam antey; meerelaa nammaru raa'?,ANUSHKASHETTY
Mirchi,Who is the Music Director of the movie which has the dialogue 'Aaruvandala gadupalu oka intiki oka peddayanni nammukoni dhairyanga unnai. Aarugurini eskoni aa dhairyaanney bhayapedadaam antey; meerelaa nammaru raa'?,DEVISRIPRASAD
Yevadu,Which movie is this dialogue from: 'Yuddham gelavaalante yuddham cheyyalsundhey. Deenamma jeevitham baithikithe aasalu; pothe praanaalu!'?,YEVADU
Yevadu,Who says this dialogue; 'Yuddham gelavaalante yuddham cheyyalsundhey. Deenamma jeevitham baithikithe aasalu; pothe praanaalu!'?,RAMCHARAN
Yevadu,Who is the director of the movie from where this dialogue is from? Yuddham gelavaalante yuddham cheyyalsundhey. Deenamma jeevitham baithikithe aasalu; pothe praanaalu!,VAMSHIPAIDIPALLY
Yevadu,Who wrote the dialogue 'Yuddham gelavaalante yuddham cheyyalsundhey. Deenamma jeevitham baithikithe aasalu; pothe praanaalu!'?,VAMSHIPAIDIPALLY
Yevadu,Who is the male lead of the movie which has the dialogue 'Yuddham gelavaalante yuddham cheyyalsundhey. Deenamma jeevitham baithikithe aasalu; pothe praanaalu!'?,RAMCHARAN
Yevadu,Who is the female lead of the movie which has the dialogue 'Yuddham gelavaalante yuddham cheyyalsundhey. Deenamma jeevitham baithikithe aasalu; pothe praanaalu!'?,SHRUTIHAASAN
Yevadu,Who is the Music Director of the movie which has the dialogue 'Yuddham gelavaalante yuddham cheyyalsundhey. Deenamma jeevitham baithikithe aasalu; pothe praanaalu!'?,DEVISRIPRASAD
Naayak,Which movie is this dialogue from: 'Naa jolikoste kshamistaanu kaani; naa vaalla jolikoste narikesta'?,NAAYAK
Naayak,Who says this dialogue; 'Naa jolikoste kshamistaanu kaani; naa vaalla jolikoste narikesta'?,RAMCHARAN
Naayak,Who is the director of the movie from where this dialogue is from? Naa jolikoste kshamistaanu kaani; naa vaalla jolikoste narikesta,VVVINAYAK
Naayak,Who wrote the dialogue 'Naa jolikoste kshamistaanu kaani; naa vaalla jolikoste narikesta'?,AKULASIVA
Naayak,Who is the male lead of the movie which has the dialogue 'Naa jolikoste kshamistaanu kaani; naa vaalla jolikoste narikesta'?,RAMCHARAN
Naayak,Who is the female lead of the movie which has the dialogue 'Naa jolikoste kshamistaanu kaani; naa vaalla jolikoste narikesta'?,KAJALAGGARWAL
Naayak,Who is the Music Director of the movie which has the dialogue 'Naa jolikoste kshamistaanu kaani; naa vaalla jolikoste narikesta'?,STHAMAN
Vinaya Vidheya Rama,Which movie is this dialogue from: 'By birth ae death ni gelichoccha; raa!'?,VINAYAVIDHEYARAMA
Vinaya Vidheya Rama,Who says this dialogue; 'By birth ae death ni gelichoccha; raa!'?,RAMCHARAN
Vinaya Vidheya Rama,Who is the director of the movie from where this dialogue is from? By birth ae death ni gelichoccha; raa!,BOYAPATISRINU
Vinaya Vidheya Rama,Who wrote the dialogue 'By birth ae death ni gelichoccha; raa!'?,MRATHNAM
Vinaya Vidheya Rama,Who is the male lead of the movie which has the dialogue 'By birth ae death ni gelichoccha; raa!'?,RAMCHARAN
Vinaya Vidheya Rama,Who is the female lead of the movie which has the dialogue 'By birth ae death ni gelichoccha; raa!'?,KIARAADVANI
Vinaya Vidheya Rama,Who is the Music Director of the movie which has the dialogue 'By birth ae death ni gelichoccha; raa!'?,DEVISRIPRASAD
Seethamma Vakitlo Sirimalle Chettu,Which movie is this dialogue from: 'Dhuradhrusta vanthulatho ekuva sepu gadapakudadhu sir entha thakkuva matladithe antha manchidhi'?,SEETHAMMAVAKITLOSIRIMALLECHETTU
Seethamma Vakitlo Sirimalle Chettu,Who says this dialogue; 'Dhuradhrusta vanthulatho ekuva sepu gadapakudadhu sir entha thakkuva matladithe antha manchidhi'?,RAORAMESH
Seethamma Vakitlo Sirimalle Chettu,Who is the director of the movie from where this dialogue is from? Dhuradhrusta vanthulatho ekuva sepu gadapakudadhu sir entha thakkuva matladithe antha manchidhi,SRIKANTHADDALA
Seethamma Vakitlo Sirimalle Chettu,Who wrote the dialogue 'Dhuradhrusta vanthulatho ekuva sepu gadapakudadhu sir entha thakkuva matladithe antha manchidhi'?,SRIKANTHADDALA
Seethamma Vakitlo Sirimalle Chettu,Who is the male lead of the movie which has the dialogue 'Dhuradhrusta vanthulatho ekuva sepu gadapakudadhu sir entha thakkuva matladithe antha manchidhi'?,VENKATESHMAHESHBABU
Seethamma Vakitlo Sirimalle Chettu,Who is the female lead of the movie which has the dialogue 'Dhuradhrusta vanthulatho ekuva sepu gadapakudadhu sir entha thakkuva matladithe antha manchidhi'?,ANJALISAMANTHARUTHPRABHU
Seethamma Vakitlo Sirimalle Chettu,Who is the Music Director of the movie which has the dialogue 'Dhuradhrusta vanthulatho ekuva sepu gadapakudadhu sir entha thakkuva matladithe antha manchidhi'?,MICKEYJMEYER
Karthikeya,Which movie is this dialogue from: 'Andarini Devudu unnadani nammamani cheppatledu; kaani konni series of incidents jarigetappudu; nammakapoina parledu kaani; jaagrattha padaali'?,KARTHIKEYA
Karthikeya,Who says this dialogue; 'Andarini Devudu unnadani nammamani cheppatledu; kaani konni series of incidents jarigetappudu; nammakapoina parledu kaani; jaagrattha padaali'?,RAORAMESH
Karthikeya,Who is the director of the movie from where this dialogue is from? Andarini Devudu unnadani nammamani cheppatledu; kaani konni series of incidents jarigetappudu; nammakapoina parledu kaani; jaagrattha padaali,CHANDOOMONDETI
Karthikeya,Who wrote the dialogue 'Andarini Devudu unnadani nammamani cheppatledu; kaani konni series of incidents jarigetappudu; nammakapoina parledu kaani; jaagrattha padaali'?,CHANDOOMONDETI
Karthikeya,Who is the male lead of the movie which has the dialogue 'Andarini Devudu unnadani nammamani cheppatledu; kaani konni series of incidents jarigetappudu; nammakapoina parledu kaani; jaagrattha padaali'?,NIKHILSIDDHARTH
Karthikeya,Who is the female lead of the movie which has the dialogue 'Andarini Devudu unnadani nammamani cheppatledu; kaani konni series of incidents jarigetappudu; nammakapoina parledu kaani; jaagrattha padaali'?,SWATHIREDDY
Karthikeya,Who is the Music Director of the movie which has the dialogue 'Andarini Devudu unnadani nammamani cheppatledu; kaani konni series of incidents jarigetappudu; nammakapoina parledu kaani; jaagrattha padaali'?,SHEKARCHANDRA
Seethamma Vakitlo Sirimalle Chettu,Which movie is this dialogue from: 'Navvu vostha navali; edpu vostha edali...anthey kani nevu echina lakhsa rupailaki yela baditha ala navali ante na vala kadu'?,SEETHAMMAVAKITLOSIRIMALLECHETTU
Seethamma Vakitlo Sirimalle Chettu,Who says this dialogue; 'Navvu vostha navali; edpu vostha edali...anthey kani nevu echina lakhsa rupailaki yela baditha ala navali ante na vala kadu'?,MAHESHBABU
Seethamma Vakitlo Sirimalle Chettu,Who is the director of the movie from where this dialogue is from? Navvu vostha navali; edpu vostha edali...anthey kani nevu echina lakhsa rupailaki yela baditha ala navali ante na vala kadu,SRIKANTHADDALA
Seethamma Vakitlo Sirimalle Chettu,Who wrote the dialogue 'Navvu vostha navali; edpu vostha edali...anthey kani nevu echina lakhsa rupailaki yela baditha ala navali ante na vala kadu'?,SRIKANTHADDALA
Seethamma Vakitlo Sirimalle Chettu,Who is the male lead of the movie which has the dialogue 'Navvu vostha navali; edpu vostha edali...anthey kani nevu echina lakhsa rupailaki yela baditha ala navali ante na vala kadu'?,VENKATESHMAHESHBABU
Seethamma Vakitlo Sirimalle Chettu,Who is the female lead of the movie which has the dialogue 'Navvu vostha navali; edpu vostha edali...anthey kani nevu echina lakhsa rupailaki yela baditha ala navali ante na vala kadu'?,ANJALISAMANTHARUTHPRABHU
Seethamma Vakitlo Sirimalle Chettu,Who is the Music Director of the movie which has the dialogue 'Navvu vostha navali; edpu vostha edali...anthey kani nevu echina lakhsa rupailaki yela baditha ala navali ante na vala kadu'?,MICKEYJMEYER
Hi Nanna,Which movie is this dialogue from: 'Mana Madhya godavalu oste kashtaalu manaki raavu; mana pillalaki ostayi'?,HINANNA
Hi Nanna,Who says this dialogue; 'Mana Madhya godavalu oste kashtaalu manaki raavu; mana pillalaki ostayi'?,NANI
Hi Nanna,Who is the director of the movie from where this dialogue is from? Mana Madhya godavalu oste kashtaalu manaki raavu; mana pillalaki ostayi,SHOURYUV
Hi Nanna,Who wrote the dialogue 'Mana Madhya godavalu oste kashtaalu manaki raavu; mana pillalaki ostayi'?,SHOURYUV
Hi Nanna,Who is the male lead of the movie which has the dialogue 'Mana Madhya godavalu oste kashtaalu manaki raavu; mana pillalaki ostayi'?,NANI
Hi Nanna,Who is the female lead of the movie which has the dialogue 'Mana Madhya godavalu oste kashtaalu manaki raavu; mana pillalaki ostayi'?,MRUNALTHAKUR
Hi Nanna,Who is the Music Director of the movie which has the dialogue 'Mana Madhya godavalu oste kashtaalu manaki raavu; mana pillalaki ostayi'?,HESHAMABDULWAHAB
Pokiri,Which movie is this dialogue from: 'Ee mullu teeyyataaniki aa mullu help chesindhi kadhaa ani; daanni manchi mullu anukuntaaru; kaani adhi kooda gucchukuntadi'?,POKIRI
Pokiri,Who says this dialogue; 'Ee mullu teeyyataaniki aa mullu help chesindhi kadhaa ani; daanni manchi mullu anukuntaaru; kaani adhi kooda gucchukuntadi'?,MAHESHBABU
Pokiri,Who is the director of the movie from where this dialogue is from? Ee mullu teeyyataaniki aa mullu help chesindhi kadhaa ani; daanni manchi mullu anukuntaaru; kaani adhi kooda gucchukuntadi,PURIJAGANNADH
Pokiri,Who wrote the dialogue 'Ee mullu teeyyataaniki aa mullu help chesindhi kadhaa ani; daanni manchi mullu anukuntaaru; kaani adhi kooda gucchukuntadi'?,PURIJAGANNADH
Pokiri,Who is the male lead of the movie which has the dialogue 'Ee mullu teeyyataaniki aa mullu help chesindhi kadhaa ani; daanni manchi mullu anukuntaaru; kaani adhi kooda gucchukuntadi'?,MAHESHBABU
Pokiri,Who is the female lead of the movie which has the dialogue 'Ee mullu teeyyataaniki aa mullu help chesindhi kadhaa ani; daanni manchi mullu anukuntaaru; kaani adhi kooda gucchukuntadi'?,ILEANADCRUZ
Pokiri,Who is the Music Director of the movie which has the dialogue 'Ee mullu teeyyataaniki aa mullu help chesindhi kadhaa ani; daanni manchi mullu anukuntaaru; kaani adhi kooda gucchukuntadi'?,MANISHARMA
Janatha Garage,"Which movie is this dialogue from: 'Mee Gurinchi Chala Vinnanu Sir; Manchigaane; Kani Mee Abbayi lo Adi Kanipincha ledu
'?",JANATHAGARAGE
Janatha Garage,"Who says this dialogue; 'Mee Gurinchi Chala Vinnanu Sir; Manchigaane; Kani Mee Abbayi lo Adi Kanipincha ledu
'?",NTR
Janatha Garage,"Who is the director of the movie from where this dialogue is from? Mee Gurinchi Chala Vinnanu Sir; Manchigaane; Kani Mee Abbayi lo Adi Kanipincha ledu
",KORATALASIVA
Janatha Garage,"Who wrote the dialogue 'Mee Gurinchi Chala Vinnanu Sir; Manchigaane; Kani Mee Abbayi lo Adi Kanipincha ledu
'?",KORATALASIVA
Janatha Garage,"Who is the male lead of the movie which has the dialogue 'Mee Gurinchi Chala Vinnanu Sir; Manchigaane; Kani Mee Abbayi lo Adi Kanipincha ledu
'?",NTRJR
Janatha Garage,"Who is the female lead of the movie which has the dialogue 'Mee Gurinchi Chala Vinnanu Sir; Manchigaane; Kani Mee Abbayi lo Adi Kanipincha ledu
'?",SAMANTHA
Janatha Garage,"Who is the Music Director of the movie which has the dialogue 'Mee Gurinchi Chala Vinnanu Sir; Manchigaane; Kani Mee Abbayi lo Adi Kanipincha ledu
'?",DEVISRIPRASAD
Janatha Garage,Which movie is this dialogue from: 'Edutodi Kastham Vini Kallallo Neelu Tirigi Gonthulo Mudda Digaka povadam'?,JANATHAGARAGE
Janatha Garage,Who says this dialogue; 'Edutodi Kastham Vini Kallallo Neelu Tirigi Gonthulo Mudda Digaka povadam'?,MOHANLAL
Janatha Garage,Who is the director of the movie from where this dialogue is from? Edutodi Kastham Vini Kallallo Neelu Tirigi Gonthulo Mudda Digaka povadam,KORATALASIVA
Janatha Garage,Who wrote the dialogue 'Edutodi Kastham Vini Kallallo Neelu Tirigi Gonthulo Mudda Digaka povadam'?,KORATALASIVA
Janatha Garage,Who is the male lead of the movie which has the dialogue 'Edutodi Kastham Vini Kallallo Neelu Tirigi Gonthulo Mudda Digaka povadam'?,NTRJR
Janatha Garage,Who is the female lead of the movie which has the dialogue 'Edutodi Kastham Vini Kallallo Neelu Tirigi Gonthulo Mudda Digaka povadam'?,SAMANTHA
Janatha Garage,Who is the Music Director of the movie which has the dialogue 'Edutodi Kastham Vini Kallallo Neelu Tirigi Gonthulo Mudda Digaka povadam'?,DEVISRIPRASAD
Dubai Seenu,Which movie is this dialogue from: 'EVADIKI TELUSU RA EVADIKI TELUSU'?,DUBAISEENU
Dubai Seenu,Who says this dialogue; 'EVADIKI TELUSU RA EVADIKI TELUSU'?,BRAHMANANDAM
Dubai Seenu,Who is the director of the movie from where this dialogue is from? EVADIKI TELUSU RA EVADIKI TELUSU,SRINUVAITLA
Dubai Seenu,Who wrote the dialogue 'EVADIKI TELUSU RA EVADIKI TELUSU'?,SRINUVAITLA
Dubai Seenu,Who is the male lead of the movie which has the dialogue 'EVADIKI TELUSU RA EVADIKI TELUSU'?,RAVITEJA
Dubai Seenu,Who is the female lead of the movie which has the dialogue 'EVADIKI TELUSU RA EVADIKI TELUSU'?,NAYANATARA
Dubai Seenu,Who is the Music Director of the movie which has the dialogue 'EVADIKI TELUSU RA EVADIKI TELUSU'?,DEVISRIPRASAD
Shankar Dada MMBS,"Which movie is this dialogue from: 'In front there is crocodile festival
'?",SHANKARDADAMMBS
Shankar Dada MMBS,"Who says this dialogue; 'In front there is crocodile festival
'?",CHIRANJEEVI
Shankar Dada MMBS,"Who is the director of the movie from where this dialogue is from? In front there is crocodile festival
",JAYANTHCPARANJEE
Shankar Dada MMBS,"Who wrote the dialogue 'In front there is crocodile festival
'?",PARUCHURIBROTHERS
Shankar Dada MMBS,"Who is the male lead of the movie which has the dialogue 'In front there is crocodile festival
'?",CHIRANJEEVI
Shankar Dada MMBS,"Who is the female lead of the movie which has the dialogue 'In front there is crocodile festival
'?",SONALIBENDRE
Shankar Dada MMBS,"Who is the Music Director of the movie which has the dialogue 'In front there is crocodile festival
'?",DEVISRIPRASAD
Gabbar Singh,"Which movie is this dialogue from: 'Ee Intlo Vadu ami chesina Right Nenu ami chesina Tappu
Vadu Hero… Nenu villain Anduke Naku Villain antene istam'?",GABBARSINGH
Gabbar Singh,"Who says this dialogue; 'Ee Intlo Vadu ami chesina Right Nenu ami chesina Tappu
Vadu Hero… Nenu villain Anduke Naku Villain antene istam'?",AKASHPURI
Gabbar Singh,"Who is the director of the movie from where this dialogue is from? Ee Intlo Vadu ami chesina Right Nenu ami chesina Tappu
Vadu Hero… Nenu villain Anduke Naku Villain antene istam",HARISHSHANKAR
Gabbar Singh,"Who wrote the dialogue 'Ee Intlo Vadu ami chesina Right Nenu ami chesina Tappu
Vadu Hero… Nenu villain Anduke Naku Villain antene istam'?",HARISHSHANKAR
Gabbar Singh,"Who is the male lead of the movie which has the dialogue 'Ee Intlo Vadu ami chesina Right Nenu ami chesina Tappu
Vadu Hero… Nenu villain Anduke Naku Villain antene istam'?",PAWANKALYAN
Gabbar Singh,"Who is the female lead of the movie which has the dialogue 'Ee Intlo Vadu ami chesina Right Nenu ami chesina Tappu
Vadu Hero… Nenu villain Anduke Naku Villain antene istam'?",SHRUTIHAASAN
Gabbar Singh,"Who is the Music Director of the movie which has the dialogue 'Ee Intlo Vadu ami chesina Right Nenu ami chesina Tappu
Vadu Hero… Nenu villain Anduke Naku Villain antene istam'?",DEVISRIPRASAD
Gabbar Singh,Which movie is this dialogue from: 'Rey eroju meru peddolu nenu chinnodini anduke paripothuna repu Nenu peddayaka parigethistha okokarini Parigethisth'?,GABBARSINGH
Gabbar Singh,Who says this dialogue; 'Rey eroju meru peddolu nenu chinnodini anduke paripothuna repu Nenu peddayaka parigethistha okokarini Parigethisth'?,AKASHPURI
Gabbar Singh,Who is the director of the movie from where this dialogue is from? Rey eroju meru peddolu nenu chinnodini anduke paripothuna repu Nenu peddayaka parigethistha okokarini Parigethisth,HARISHSHANKAR
Gabbar Singh,Who wrote the dialogue 'Rey eroju meru peddolu nenu chinnodini anduke paripothuna repu Nenu peddayaka parigethistha okokarini Parigethisth'?,HARISHSHANKAR
Gabbar Singh,Who is the male lead of the movie which has the dialogue 'Rey eroju meru peddolu nenu chinnodini anduke paripothuna repu Nenu peddayaka parigethistha okokarini Parigethisth'?,PAWANKALYAN
