Movie,Question,Answer,Film,Song
Sye,Who is the female lead of the movie which has the dialogue 'Otami eppudu satruvu nundey raadu. Bhayam roopamlo meeku putti; vaadiki aayudham ayyi; mimmalni champutundi'?,GENELIADSOUZA,Sye,
Sye,Who is the Music Director of the movie which has the dialogue 'Otami eppudu satruvu nundey raadu. Bhayam roopamlo meeku putti; vaadiki aayudham ayyi; mimmalni champutundi'?,MMKEERAVANI,Sye,
Nuvvu Naaku Nacchav,Which movie is this dialogue from: 'manam gelichinappudu chappatlu kottevallu manam odipoyinappudu bhujam tattevallu naluguru lenappudu entha sampadinchina entha pogottukunna teda emi undadu '?,NUVVUNAAKUNACCHAV,,
Nuvvu Naaku Nacchav,Who says this dialogue; 'manam gelichinappudu chappatlu kottevallu manam odipoyinappudu bhujam tattevallu naluguru lenappudu entha sampadinchina entha pogottukunna teda emi undadu '?,VENKATESH,Nuvvu Naaku Nacchav,
Nuvvu Naaku Nacchav,Who is the director of the movie from where this dialogue is from? manam gelichinappudu chappatlu kottevallu manam odipoyinappudu bhujam tattevallu naluguru lenappudu entha sampadinchina entha pogottukunna teda emi undadu,KVIJAYABHASKAR,Nuvvu Naaku Nacchav,
Nuvvu Naaku Nacchav,Who wrote the dialogue 'manam gelichinappudu chappatlu kottevallu manam odipoyinappudu bhujam tattevallu naluguru lenappudu entha sampadinchina entha pogottukunna teda emi undadu '?,TRIVIKRAMSRINIVAS,Nuvvu Naaku Nacchav,
Nuvvu Naaku Nacchav,Who is the male lead of the movie which has the dialogue 'manam gelichinappudu chappatlu kottevallu manam odipoyinappudu bhujam tattevallu naluguru lenappudu entha sampadinchina entha pogottukunna teda emi undadu '?,VENKATESH,Nuvvu Naaku Nacchav,
Nuvvu Naaku Nacchav,Who is the female lead of the movie which has the dialogue 'manam gelichinappudu chappatlu kottevallu manam odipoyinappudu bhujam tattevallu naluguru lenappudu entha sampadinchina entha pogottukunna teda emi undadu '?,AARTHIAGARWAL,Nuvvu Naaku Nacchav,
Nuvvu Naaku Nacchav,Who is the Music Director of the movie which has the dialogue 'manam gelichinappudu chappatlu kottevallu manam odipoyinappudu bhujam tattevallu naluguru lenappudu entha sampadinchina entha pogottukunna teda emi undadu '?,KOTI,Nuvvu Naaku Nacchav,
Teenmaar,Which movie is this dialogue from: 'kaaranam leni kopam gauravam leni ishtam baadhyata Leni yavvanam gnapakam leni vruddhapyam anavasaram alantodu unna okate lekapoyina okatey'?,TEENMAAR,,
Teenmaar,Who says this dialogue; 'kaaranam leni kopam gauravam leni ishtam baadhyata Leni yavvanam gnapakam leni vruddhapyam anavasaram alantodu unna okate lekapoyina okatey'?,PAWANKALYAN,Teenmaar,
Teenmaar,Who is the director of the movie from where this dialogue is from? kaaranam leni kopam gauravam leni ishtam baadhyata Leni yavvanam gnapakam leni vruddhapyam anavasaram alantodu unna okate lekapoyina okatey,JAYANTHCPARANJEE,Teenmaar,
Teenmaar,Who wrote the dialogue 'kaaranam leni kopam gauravam leni ishtam baadhyata Leni yavvanam gnapakam leni vruddhapyam anavasaram alantodu unna okate lekapoyina okatey'?,TRIVIKRAMSRINIVAS,Teenmaar,
Teenmaar,Who is the male lead of the movie which has the dialogue 'kaaranam leni kopam gauravam leni ishtam baadhyata Leni yavvanam gnapakam leni vruddhapyam anavasaram alantodu unna okate lekapoyina okatey'?,PAWANKALYAN,Teenmaar,
Teenmaar,Who is the female lead of the movie which has the dialogue 'kaaranam leni kopam gauravam leni ishtam baadhyata Leni yavvanam gnapakam leni vruddhapyam anavasaram alantodu unna okate lekapoyina okatey'?,TRISHAKRISHNAN,Teenmaar,
Teenmaar,Who is the Music Director of the movie which has the dialogue 'kaaranam leni kopam gauravam leni ishtam baadhyata Leni yavvanam gnapakam leni vruddhapyam anavasaram alantodu unna okate lekapoyina okatey'?,MANISHARMA,Teenmaar,
Bommarillu,Which movie is this dialogue from: 'meeru naaku nannu intiki teesukuramannappudu edu rojullo oka manishi gurinchi ela telisipotundo anukunanu; kaani telusukovachani ikkada vachina taruvata ardhamindi'?,BOMMARILLU,,
Bommarillu,Who says this dialogue; 'meeru naaku nannu intiki teesukuramannappudu edu rojullo oka manishi gurinchi ela telisipotundo anukunanu; kaani telusukovachani ikkada vachina taruvata ardhamindi'?,GENELIA,Bommarillu,
Bommarillu,Who is the director of the movie from where this dialogue is from? meeru naaku nannu intiki teesukuramannappudu edu rojullo oka manishi gurinchi ela telisipotundo anukunanu; kaani telusukovachani ikkada vachina taruvata ardhamindi,BHASKAR,Bommarillu,
Bommarillu,Who wrote the dialogue 'meeru naaku nannu intiki teesukuramannappudu edu rojullo oka manishi gurinchi ela telisipotundo anukunanu; kaani telusukovachani ikkada vachina taruvata ardhamindi'?,BHASKAR,Bommarillu,
Bommarillu,Who is the male lead of the movie which has the dialogue 'meeru naaku nannu intiki teesukuramannappudu edu rojullo oka manishi gurinchi ela telisipotundo anukunanu; kaani telusukovachani ikkada vachina taruvata ardhamindi'?,SIDDHARTH,Bommarillu,
Bommarillu,Who is the female lead of the movie which has the dialogue 'meeru naaku nannu intiki teesukuramannappudu edu rojullo oka manishi gurinchi ela telisipotundo anukunanu; kaani telusukovachani ikkada vachina taruvata ardhamindi'?,GENELIADSOUZA,Bommarillu,
Bommarillu,Who is the Music Director of the movie which has the dialogue 'meeru naaku nannu intiki teesukuramannappudu edu rojullo oka manishi gurinchi ela telisipotundo anukunanu; kaani telusukovachani ikkada vachina taruvata ardhamindi'?,DEVISRIPRASAD,Bommarillu,
Bommarillu,Which movie is this dialogue from: 'okappudu veelaithe naalugu maatlu annadu; ippudu assalu matladoddu antunnadu; okappudu saradaga matladaniki phone cheshevaadu; ippudu tittadaniki phone chestunnadu; okappudu naalo em nachhindi annado ippudu ade nachhatledu antunnadu'?,BOMMARILLU,,
Bommarillu,Who says this dialogue; 'okappudu veelaithe naalugu maatlu annadu; ippudu assalu matladoddu antunnadu; okappudu saradaga matladaniki phone cheshevaadu; ippudu tittadaniki phone chestunnadu; okappudu naalo em nachhindi annado ippudu ade nachhatledu antunnadu'?,GENELIA,Bommarillu,
Bommarillu,Who is the director of the movie from where this dialogue is from? okappudu veelaithe naalugu maatlu annadu; ippudu assalu matladoddu antunnadu; okappudu saradaga matladaniki phone cheshevaadu; ippudu tittadaniki phone chestunnadu; okappudu naalo em nachhindi annado ippudu ade nachhatledu antunnadu,BHASKAR,Bommarillu,
Bommarillu,Who wrote the dialogue 'okappudu veelaithe naalugu maatlu annadu; ippudu assalu matladoddu antunnadu; okappudu saradaga matladaniki phone cheshevaadu; ippudu tittadaniki phone chestunnadu; okappudu naalo em nachhindi annado ippudu ade nachhatledu antunnadu'?,BHASKAR,Bommarillu,
Bommarillu,Who is the male lead of the movie which has the dialogue 'okappudu veelaithe naalugu maatlu annadu; ippudu assalu matladoddu antunnadu; okappudu saradaga matladaniki phone cheshevaadu; ippudu tittadaniki phone chestunnadu; okappudu naalo em nachhindi annado ippudu ade nachhatledu antunnadu'?,SIDDHARTH,Bommarillu,
Bommarillu,Who is the female lead of the movie which has the dialogue 'okappudu veelaithe naalugu maatlu annadu; ippudu assalu matladoddu antunnadu; okappudu saradaga matladaniki phone cheshevaadu; ippudu tittadaniki phone chestunnadu; okappudu naalo em nachhindi annado ippudu ade nachhatledu antunnadu'?,GENELIADSOUZA,Bommarillu,
Bommarillu,Who is the Music Director of the movie which has the dialogue 'okappudu veelaithe naalugu maatlu annadu; ippudu assalu matladoddu antunnadu; okappudu saradaga matladaniki phone cheshevaadu; ippudu tittadaniki phone chestunnadu; okappudu naalo em nachhindi annado ippudu ade nachhatledu antunnadu'?,DEVISRIPRASAD,Bommarillu,
Bommarillu,"Which movie is this dialogue from: 'oka tandriga intlo nenu ento andariki
Telusu; ee Aravind atta nenu okkadine kadura; meerandaru kalistene ee Aravind'?",BOMMARILLU,,
Bommarillu,"Who says this dialogue; 'oka tandriga intlo nenu ento andariki
Telusu; ee Aravind atta nenu okkadine kadura; meerandaru kalistene ee Aravind'?",PRAKASHRAJ,Bommarillu,
Bommarillu,"Who is the director of the movie from where this dialogue is from? oka tandriga intlo nenu ento andariki
Telusu; ee Aravind atta nenu okkadine kadura; meerandaru kalistene ee Aravind",BHASKAR,Bommarillu,
Bommarillu,"Who wrote the dialogue 'oka tandriga intlo nenu ento andariki
Telusu; ee Aravind atta nenu okkadine kadura; meerandaru kalistene ee Aravind'?",BHASKAR,Bommarillu,
Bommarillu,"Who is the male lead of the movie which has the dialogue 'oka tandriga intlo nenu ento andariki
Telusu; ee Aravind atta nenu okkadine kadura; meerandaru kalistene ee Aravind'?",SIDDHARTH,Bommarillu,
Bommarillu,"Who is the female lead of the movie which has the dialogue 'oka tandriga intlo nenu ento andariki
Telusu; ee Aravind atta nenu okkadine kadura; meerandaru kalistene ee Aravind'?",GENELIADSOUZA,Bommarillu,
Bommarillu,"Who is the Music Director of the movie which has the dialogue 'oka tandriga intlo nenu ento andariki
Telusu; ee Aravind atta nenu okkadine kadura; meerandaru kalistene ee Aravind'?",DEVISRIPRASAD,Bommarillu,
,Which movie is this dialogue from: 'tappu naa vaipu undipoyindi kabatti talanchuku veltunnanu lekapote ikkadi nunchi talalu teesukelle vaadini'?,,,
,Who says this dialogue; 'tappu naa vaipu undipoyindi kabatti talanchuku veltunnanu lekapote ikkadi nunchi talalu teesukelle vaadini'?,CHIRANJEEVI,,
Nuvvu Naaku Nacchav,Which movie is this dialogue from: 'Prema eppudu pudutundo teliyadu kabatti engagement aina pelli aina pattinchukokunda bariteginchestara samskaram leda'?,NUVVUNAAKUNACCHAV,,
Nuvvu Naaku Nacchav,Who says this dialogue; 'Prema eppudu pudutundo teliyadu kabatti engagement aina pelli aina pattinchukokunda bariteginchestara samskaram leda'?,PRAKASHRAJ,Nuvvu Naaku Nacchav,
Nuvvu Naaku Nacchav,Who is the director of the movie from where this dialogue is from? Prema eppudu pudutundo teliyadu kabatti engagement aina pelli aina pattinchukokunda bariteginchestara samskaram leda,KVIJAYABHASKAR,Nuvvu Naaku Nacchav,
Nuvvu Naaku Nacchav,Who wrote the dialogue 'Prema eppudu pudutundo teliyadu kabatti engagement aina pelli aina pattinchukokunda bariteginchestara samskaram leda'?,TRIVIKRAMSRINIVAS,Nuvvu Naaku Nacchav,
Nuvvu Naaku Nacchav,Who is the male lead of the movie which has the dialogue 'Prema eppudu pudutundo teliyadu kabatti engagement aina pelli aina pattinchukokunda bariteginchestara samskaram leda'?,VENKATESH,Nuvvu Naaku Nacchav,
Nuvvu Naaku Nacchav,Who is the female lead of the movie which has the dialogue 'Prema eppudu pudutundo teliyadu kabatti engagement aina pelli aina pattinchukokunda bariteginchestara samskaram leda'?,AARTHIAGARWAL,Nuvvu Naaku Nacchav,
Nuvvu Naaku Nacchav,Who is the Music Director of the movie which has the dialogue 'Prema eppudu pudutundo teliyadu kabatti engagement aina pelli aina pattinchukokunda bariteginchestara samskaram leda'?,KOTI,Nuvvu Naaku Nacchav,
Nuvvu Naaku Nacchav,Which movie is this dialogue from: 'nuvvu koti rupayalu kharchu petti pelli chesi bhojanalu pettina saayantranikalla arigipotundi; ratriki malli akali vestundi. jarigina pelli gurinchi andaru marchipotaru kaani; nee koothuru matram jeevitantham aa manishitone kalisi Batakali '?,NUVVUNAAKUNACCHAV,,
Nuvvu Naaku Nacchav,Who says this dialogue; 'nuvvu koti rupayalu kharchu petti pelli chesi bhojanalu pettina saayantranikalla arigipotundi; ratriki malli akali vestundi. jarigina pelli gurinchi andaru marchipotaru kaani; nee koothuru matram jeevitantham aa manishitone kalisi Batakali '?,SUHASINIMANIRATNAM,Nuvvu Naaku Nacchav,
Nuvvu Naaku Nacchav,Who is the director of the movie from where this dialogue is from? nuvvu koti rupayalu kharchu petti pelli chesi bhojanalu pettina saayantranikalla arigipotundi; ratriki malli akali vestundi. jarigina pelli gurinchi andaru marchipotaru kaani; nee koothuru matram jeevitantham aa manishitone kalisi Batakali ,KVIJAYABHASKAR,Nuvvu Naaku Nacchav,
Nuvvu Naaku Nacchav,Who wrote the dialogue 'nuvvu koti rupayalu kharchu petti pelli chesi bhojanalu pettina saayantranikalla arigipotundi; ratriki malli akali vestundi. jarigina pelli gurinchi andaru marchipotaru kaani; nee koothuru matram jeevitantham aa manishitone kalisi Batakali '?,TRIVIKRAMSRINIVAS,Nuvvu Naaku Nacchav,
Nuvvu Naaku Nacchav,Who is the male lead of the movie which has the dialogue 'nuvvu koti rupayalu kharchu petti pelli chesi bhojanalu pettina saayantranikalla arigipotundi; ratriki malli akali vestundi. jarigina pelli gurinchi andaru marchipotaru kaani; nee koothuru matram jeevitantham aa manishitone kalisi Batakali '?,VENKATESH,Nuvvu Naaku Nacchav,
Nuvvu Naaku Nacchav,Who is the female lead of the movie which has the dialogue 'nuvvu koti rupayalu kharchu petti pelli chesi bhojanalu pettina saayantranikalla arigipotundi; ratriki malli akali vestundi. jarigina pelli gurinchi andaru marchipotaru kaani; nee koothuru matram jeevitantham aa manishitone kalisi Batakali '?,AARTHIAGARWAL,Nuvvu Naaku Nacchav,
Nuvvu Naaku Nacchav,Who is the Music Director of the movie which has the dialogue 'nuvvu koti rupayalu kharchu petti pelli chesi bhojanalu pettina saayantranikalla arigipotundi; ratriki malli akali vestundi. jarigina pelli gurinchi andaru marchipotaru kaani; nee koothuru matram jeevitantham aa manishitone kalisi Batakali '?,KOTI,Nuvvu Naaku Nacchav,
Nuvvu Naaku Nacchav,Which movie is this dialogue from: 'neeke oorante ishtam; neeke koorante ishtam; e rangu ante ishtam ani anni vishayalaloo edante ishtam ani adugutam; kaani oka manishi vishayamlone endukante ishtam ani adugutam'?,NUVVUNAAKUNACCHAV,,
Nuvvu Naaku Nacchav,Who says this dialogue; 'neeke oorante ishtam; neeke koorante ishtam; e rangu ante ishtam ani anni vishayalaloo edante ishtam ani adugutam; kaani oka manishi vishayamlone endukante ishtam ani adugutam'?,SUHASINIMANIRATNAM,Nuvvu Naaku Nacchav,
Nuvvu Naaku Nacchav,Who is the director of the movie from where this dialogue is from? neeke oorante ishtam; neeke koorante ishtam; e rangu ante ishtam ani anni vishayalaloo edante ishtam ani adugutam; kaani oka manishi vishayamlone endukante ishtam ani adugutam,KVIJAYABHASKAR,Nuvvu Naaku Nacchav,
Nuvvu Naaku Nacchav,Who wrote the dialogue 'neeke oorante ishtam; neeke koorante ishtam; e rangu ante ishtam ani anni vishayalaloo edante ishtam ani adugutam; kaani oka manishi vishayamlone endukante ishtam ani adugutam'?,TRIVIKRAMSRINIVAS,Nuvvu Naaku Nacchav,
Nuvvu Naaku Nacchav,Who is the male lead of the movie which has the dialogue 'neeke oorante ishtam; neeke koorante ishtam; e rangu ante ishtam ani anni vishayalaloo edante ishtam ani adugutam; kaani oka manishi vishayamlone endukante ishtam ani adugutam'?,VENKATESH,Nuvvu Naaku Nacchav,
Nuvvu Naaku Nacchav,Who is the female lead of the movie which has the dialogue 'neeke oorante ishtam; neeke koorante ishtam; e rangu ante ishtam ani anni vishayalaloo edante ishtam ani adugutam; kaani oka manishi vishayamlone endukante ishtam ani adugutam'?,AARTHIAGARWAL,Nuvvu Naaku Nacchav,
Nuvvu Naaku Nacchav,Who is the Music Director of the movie which has the dialogue 'neeke oorante ishtam; neeke koorante ishtam; e rangu ante ishtam ani anni vishayalaloo edante ishtam ani adugutam; kaani oka manishi vishayamlone endukante ishtam ani adugutam'?,KOTI,Nuvvu Naaku Nacchav,
Nuvvu Naaku Nacchav,"Which movie is this dialogue from: 'oka manishini dweshinchatanki
Karanalu untayi kaani premisataniki karanalu cheppalem'?",NUVVUNAAKUNACCHAV,,
Nuvvu Naaku Nacchav,"Who says this dialogue; 'oka manishini dweshinchatanki
Karanalu untayi kaani premisataniki karanalu cheppalem'?",SUHASINIMANIRATNAM,Nuvvu Naaku Nacchav,
Nuvvu Naaku Nacchav,"Who is the director of the movie from where this dialogue is from? oka manishini dweshinchatanki
Karanalu untayi kaani premisataniki karanalu cheppalem",KVIJAYABHASKAR,Nuvvu Naaku Nacchav,
Nuvvu Naaku Nacchav,"Who wrote the dialogue 'oka manishini dweshinchatanki
Karanalu untayi kaani premisataniki karanalu cheppalem'?",TRIVIKRAMSRINIVAS,Nuvvu Naaku Nacchav,
Nuvvu Naaku Nacchav,"Who is the male lead of the movie which has the dialogue 'oka manishini dweshinchatanki
Karanalu untayi kaani premisataniki karanalu cheppalem'?",VENKATESH,Nuvvu Naaku Nacchav,
Nuvvu Naaku Nacchav,"Who is the female lead of the movie which has the dialogue 'oka manishini dweshinchatanki
Karanalu untayi kaani premisataniki karanalu cheppalem'?",AARTHIAGARWAL,Nuvvu Naaku Nacchav,
Nuvvu Naaku Nacchav,"Who is the Music Director of the movie which has the dialogue 'oka manishini dweshinchatanki
Karanalu untayi kaani premisataniki karanalu cheppalem'?",KOTI,Nuvvu Naaku Nacchav,
Nuvve Nuvve,Which movie is this dialogue from: 'pappa; okappudu nuvve cheppevadi manakante peddavallu ante gauravam undali mana vayasu vallato poti undali manakante chinna vallu ante prema undali ani'?,NUVVENUVVE,,
Nuvve Nuvve,Who says this dialogue; 'pappa; okappudu nuvve cheppevadi manakante peddavallu ante gauravam undali mana vayasu vallato poti undali manakante chinna vallu ante prema undali ani'?,SHRIYASARAN,Nuvve Nuvve,
Nuvve Nuvve,Who is the director of the movie from where this dialogue is from? pappa; okappudu nuvve cheppevadi manakante peddavallu ante gauravam undali mana vayasu vallato poti undali manakante chinna vallu ante prema undali ani,TRIVIKRAMSRINIVAS,Nuvve Nuvve,
Nuvve Nuvve,Who wrote the dialogue 'pappa; okappudu nuvve cheppevadi manakante peddavallu ante gauravam undali mana vayasu vallato poti undali manakante chinna vallu ante prema undali ani'?,TRIVIKRAMSRINIVAS,Nuvve Nuvve,
Nuvve Nuvve,Who is the male lead of the movie which has the dialogue 'pappa; okappudu nuvve cheppevadi manakante peddavallu ante gauravam undali mana vayasu vallato poti undali manakante chinna vallu ante prema undali ani'?,TARUN,Nuvve Nuvve,
Nuvve Nuvve,Who is the female lead of the movie which has the dialogue 'pappa; okappudu nuvve cheppevadi manakante peddavallu ante gauravam undali mana vayasu vallato poti undali manakante chinna vallu ante prema undali ani'?,SHRIYASARAN,Nuvve Nuvve,
Nuvve Nuvve,Who is the Music Director of the movie which has the dialogue 'pappa; okappudu nuvve cheppevadi manakante peddavallu ante gauravam undali mana vayasu vallato poti undali manakante chinna vallu ante prema undali ani'?,KOTI,Nuvve Nuvve,
Teenmaar,"Which movie is this dialogue from: 'manaki jvaram vachinappudu amma kaavalani pisthundi bhayam vesinappudu nanna unte dhairyanga
Untundi badhalo unnappudu friend unte pakkana baguntundi mari anandangaa unnappudu mana pakkana evaru unte correct'?",TEENMAAR,,
Teenmaar,"Who says this dialogue; 'manaki jvaram vachinappudu amma kaavalani pisthundi bhayam vesinappudu nanna unte dhairyanga
Untundi badhalo unnappudu friend unte pakkana baguntundi mari anandangaa unnappudu mana pakkana evaru unte correct'?",PAWANKALYAN,Teenmaar,
Teenmaar,"Who is the director of the movie from where this dialogue is from? manaki jvaram vachinappudu amma kaavalani pisthundi bhayam vesinappudu nanna unte dhairyanga
Untundi badhalo unnappudu friend unte pakkana baguntundi mari anandangaa unnappudu mana pakkana evaru unte correct",JAYANTHCPARANJEE,Teenmaar,
Teenmaar,"Who wrote the dialogue 'manaki jvaram vachinappudu amma kaavalani pisthundi bhayam vesinappudu nanna unte dhairyanga
Untundi badhalo unnappudu friend unte pakkana baguntundi mari anandangaa unnappudu mana pakkana evaru unte correct'?",TRIVIKRAMSRINIVAS,Teenmaar,
Teenmaar,"Who is the male lead of the movie which has the dialogue 'manaki jvaram vachinappudu amma kaavalani pisthundi bhayam vesinappudu nanna unte dhairyanga
Untundi badhalo unnappudu friend unte pakkana baguntundi mari anandangaa unnappudu mana pakkana evaru unte correct'?",PAWANKALYAN,Teenmaar,
Teenmaar,"Who is the female lead of the movie which has the dialogue 'manaki jvaram vachinappudu amma kaavalani pisthundi bhayam vesinappudu nanna unte dhairyanga
Untundi badhalo unnappudu friend unte pakkana baguntundi mari anandangaa unnappudu mana pakkana evaru unte correct'?",TRISHAKRISHNAN,Teenmaar,
Teenmaar,"Who is the Music Director of the movie which has the dialogue 'manaki jvaram vachinappudu amma kaavalani pisthundi bhayam vesinappudu nanna unte dhairyanga
Untundi badhalo unnappudu friend unte pakkana baguntundi mari anandangaa unnappudu mana pakkana evaru unte correct'?",MANISHARMA,Teenmaar,
Krishnam Vande Jagadgurum,Which movie is this dialogue from: 'Amma tommidi nelalu kashtapadite manam puttamu anukuntaru kondaru kaadu nanna pakkana padi nimishalu sukhapadite puttamu anukuntaru kondaru rendu nijaale kaani puriti noppulu choosinavadu manishi avutadu padaka sukhanni choosinavadu pashuvu avutadu'?,KRISHNAMVANDEJAGADGURUM,,
Krishnam Vande Jagadgurum,Who says this dialogue; 'Amma tommidi nelalu kashtapadite manam puttamu anukuntaru kondaru kaadu nanna pakkana padi nimishalu sukhapadite puttamu anukuntaru kondaru rendu nijaale kaani puriti noppulu choosinavadu manishi avutadu padaka sukhanni choosinavadu pashuvu avutadu'?,NAYANATHARA,Krishnam Vande Jagadgurum,
Krishnam Vande Jagadgurum,Who is the director of the movie from where this dialogue is from? Amma tommidi nelalu kashtapadite manam puttamu anukuntaru kondaru kaadu nanna pakkana padi nimishalu sukhapadite puttamu anukuntaru kondaru rendu nijaale kaani puriti noppulu choosinavadu manishi avutadu padaka sukhanni choosinavadu pashuvu avutadu,KRISH,Krishnam Vande Jagadgurum,
Krishnam Vande Jagadgurum,Who wrote the dialogue 'Amma tommidi nelalu kashtapadite manam puttamu anukuntaru kondaru kaadu nanna pakkana padi nimishalu sukhapadite puttamu anukuntaru kondaru rendu nijaale kaani puriti noppulu choosinavadu manishi avutadu padaka sukhanni choosinavadu pashuvu avutadu'?,KRISH,Krishnam Vande Jagadgurum,
Krishnam Vande Jagadgurum,Who is the male lead of the movie which has the dialogue 'Amma tommidi nelalu kashtapadite manam puttamu anukuntaru kondaru kaadu nanna pakkana padi nimishalu sukhapadite puttamu anukuntaru kondaru rendu nijaale kaani puriti noppulu choosinavadu manishi avutadu padaka sukhanni choosinavadu pashuvu avutadu'?,RANADAGGUBATI,Krishnam Vande Jagadgurum,
Krishnam Vande Jagadgurum,Who is the female lead of the movie which has the dialogue 'Amma tommidi nelalu kashtapadite manam puttamu anukuntaru kondaru kaadu nanna pakkana padi nimishalu sukhapadite puttamu anukuntaru kondaru rendu nijaale kaani puriti noppulu choosinavadu manishi avutadu padaka sukhanni choosinavadu pashuvu avutadu'?,NAYANTARA,Krishnam Vande Jagadgurum,
Krishnam Vande Jagadgurum,Who is the Music Director of the movie which has the dialogue 'Amma tommidi nelalu kashtapadite manam puttamu anukuntaru kondaru kaadu nanna pakkana padi nimishalu sukhapadite puttamu anukuntaru kondaru rendu nijaale kaani puriti noppulu choosinavadu manishi avutadu padaka sukhanni choosinavadu pashuvu avutadu'?,MANISHARMA,Krishnam Vande Jagadgurum,
Krishnam Vande Jagadgurum,Which movie is this dialogue from: 'kaalaanni kooda maarchedi kalaa'?,KRISHNAMVANDEJAGADGURUM,,
Krishnam Vande Jagadgurum,Who says this dialogue; 'kaalaanni kooda maarchedi kalaa'?,KOTASRINIVASARAO,Krishnam Vande Jagadgurum,
Krishnam Vande Jagadgurum,Who is the director of the movie from where this dialogue is from? kaalaanni kooda maarchedi kalaa,KRISH,Krishnam Vande Jagadgurum,
Krishnam Vande Jagadgurum,Who wrote the dialogue 'kaalaanni kooda maarchedi kalaa'?,KRISH,Krishnam Vande Jagadgurum,
Krishnam Vande Jagadgurum,Who is the male lead of the movie which has the dialogue 'kaalaanni kooda maarchedi kalaa'?,RANADAGGUBATI,Krishnam Vande Jagadgurum,
Krishnam Vande Jagadgurum,Who is the female lead of the movie which has the dialogue 'kaalaanni kooda maarchedi kalaa'?,NAYANTARA,Krishnam Vande Jagadgurum,
Krishnam Vande Jagadgurum,Who is the Music Director of the movie which has the dialogue 'kaalaanni kooda maarchedi kalaa'?,MANISHARMA,Krishnam Vande Jagadgurum,
Krishnam Vande Jagadgurum,Which movie is this dialogue from: 'adhi kalaa; nidralo kanedhi; idhi kalaa; nidra lepedhi... Kalantey bathukuni icchedi anukoku; bathukunu nerpedhi kooda'?,KRISHNAMVANDEJAGADGURUM,,
Krishnam Vande Jagadgurum,Who says this dialogue; 'adhi kalaa; nidralo kanedhi; idhi kalaa; nidra lepedhi... Kalantey bathukuni icchedi anukoku; bathukunu nerpedhi kooda'?,KOTASRINIVASARAO,Krishnam Vande Jagadgurum,
Krishnam Vande Jagadgurum,Who is the director of the movie from where this dialogue is from? adhi kalaa; nidralo kanedhi; idhi kalaa; nidra lepedhi... Kalantey bathukuni icchedi anukoku; bathukunu nerpedhi kooda,KRISH,Krishnam Vande Jagadgurum,
Krishnam Vande Jagadgurum,Who wrote the dialogue 'adhi kalaa; nidralo kanedhi; idhi kalaa; nidra lepedhi... Kalantey bathukuni icchedi anukoku; bathukunu nerpedhi kooda'?,KRISH,Krishnam Vande Jagadgurum,
Krishnam Vande Jagadgurum,Who is the male lead of the movie which has the dialogue 'adhi kalaa; nidralo kanedhi; idhi kalaa; nidra lepedhi... Kalantey bathukuni icchedi anukoku; bathukunu nerpedhi kooda'?,RANADAGGUBATI,Krishnam Vande Jagadgurum,
Krishnam Vande Jagadgurum,Who is the female lead of the movie which has the dialogue 'adhi kalaa; nidralo kanedhi; idhi kalaa; nidra lepedhi... Kalantey bathukuni icchedi anukoku; bathukunu nerpedhi kooda'?,NAYANTARA,Krishnam Vande Jagadgurum,
Krishnam Vande Jagadgurum,Who is the Music Director of the movie which has the dialogue 'adhi kalaa; nidralo kanedhi; idhi kalaa; nidra lepedhi... Kalantey bathukuni icchedi anukoku; bathukunu nerpedhi kooda'?,MANISHARMA,Krishnam Vande Jagadgurum,
Attharintiki Daaredi,Which movie is this dialogue from: 'raavi chettu ki pooja chestam; devudu antaam..kaani adhey chettu manintlo moluste peekestaam'?,ATTHARINTIKIDAAREDI,,
Attharintiki Daaredi,Who says this dialogue; 'raavi chettu ki pooja chestam; devudu antaam..kaani adhey chettu manintlo moluste peekestaam'?,RAORAMESH,Attharintiki Daaredi,
Attharintiki Daaredi,Who is the director of the movie from where this dialogue is from? raavi chettu ki pooja chestam; devudu antaam..kaani adhey chettu manintlo moluste peekestaam,TRIVIKRAMSRINIVAS,Attharintiki Daaredi,
Attharintiki Daaredi,Who wrote the dialogue 'raavi chettu ki pooja chestam; devudu antaam..kaani adhey chettu manintlo moluste peekestaam'?,TRIVIKRAMSRINIVAS,Attharintiki Daaredi,
Attharintiki Daaredi,Who is the male lead of the movie which has the dialogue 'raavi chettu ki pooja chestam; devudu antaam..kaani adhey chettu manintlo moluste peekestaam'?,PAWANKALYAN,Attharintiki Daaredi,
Attharintiki Daaredi,Who is the female lead of the movie which has the dialogue 'raavi chettu ki pooja chestam; devudu antaam..kaani adhey chettu manintlo moluste peekestaam'?,SAMANTHARUTHPRABHU,Attharintiki Daaredi,
Attharintiki Daaredi,Who is the Music Director of the movie which has the dialogue 'raavi chettu ki pooja chestam; devudu antaam..kaani adhey chettu manintlo moluste peekestaam'?,DEVISRIPRASAD,Attharintiki Daaredi,
Tagore,Which movie is this dialogue from: 'Veedu chasthe; nenokkadaanne edustaanu; kaani aayanni pattiste; naa laantollu entha mandi edustaaro telusaa?'?,TAGORE,,
Tagore,Who is the director of the movie from where this dialogue is from? Veedu chasthe; nenokkadaanne edustaanu; kaani aayanni pattiste; naa laantollu entha mandi edustaaro telusaa?,VVVINAYAK,Tagore,
